Order_Number,Sales_Date,Sales_Channel,Currency,Sales_Team_Id,Store_Id,Product_Id,Order_qty,Unit_Price,Unit_Cost
SO18171,30/04/2020,Wholesale,USD,5,291,14,4,596.97,426.41
SO18172,01/02/2020,Wholesale,USD,2,164,21,1,444.93,317.81
SO18173,09/04/2020,Wholesale,USD,5,80,35,7,372.13,265.81
SO18174,29/01/2020,In-Store,USD,17,236,24,6,642.98,459.27
SO18175,22/01/2020,Distributor,USD,26,125,19,3,268.05,191.46
SO18176,09/01/2020,In-Store,USD,2,278,30,3,299.2,213.72
SO18177,10/04/2020,In-Store,USD,1,243,46,4,324.11,231.5
SO18178,20/04/2020,Wholesale,USD,10,160,36,1,363.97,259.98
SO18179,14/01/2020,Online,USD,1,308,10,8,495.58,353.98
SO18180,26/04/2020,Distributor,USD,15,324,39,5,568.34,405.96
SO18181,16/01/2020,Distributor,USD,4,248,32,1,293.76,209.83
SO18182,17/05/2020,Online,USD,23,167,46,8,253.08,180.77
SO18183,14/02/2020,Online,USD,11,306,35,3,557.33,398.09
SO18184,27/01/2020,In-Store,USD,25,362,41,1,319.12,227.94
SO18185,07/01/2020,Distributor,USD,14,126,45,8,356.58,254.7
SO18186,07/05/2020,Wholesale,USD,6,283,12,5,240.37,171.69
SO18187,12/03/2020,In-Store,USD,24,65,43,8,193.41,138.15
SO18188,27/05/2020,In-Store,USD,20,122,38,2,237.26,169.47
SO18189,28/05/2020,Online,USD,9,156,10,6,240.22,171.58
SO18190,24/02/2020,Wholesale,USD,11,152,32,5,297.5,212.5
SO18191,30/01/2020,Distributor,USD,22,309,17,6,522.18,372.98
SO18192,01/02/2020,In-Store,USD,24,298,20,3,380.78,271.99
SO18193,13/02/2020,Distributor,USD,5,299,27,9,553.46,395.33
SO18194,06/04/2020,Wholesale,USD,21,4,6,9,257.65,184.04
SO18195,02/01/2020,Online,USD,1,3,30,6,572.36,408.83
SO18196,13/01/2020,Distributor,USD,19,258,3,8,563.54,402.53
SO18197,22/05/2020,In-Store,USD,26,90,32,2,633.5,452.5
SO18198,13/01/2020,Online,USD,3,249,3,6,261.77,186.98
SO18199,21/04/2020,Distributor,USD,7,141,16,3,453.46,323.9
SO18200,25/05/2020,In-Store,USD,18,250,26,8,363.1,259.36
SO18201,06/03/2020,In-Store,USD,18,86,25,10,526.5,376.07
SO18202,16/03/2020,Wholesale,USD,18,61,34,2,327.99,234.28
SO18203,07/01/2020,In-Store,USD,19,290,43,8,643.39,459.56
SO18204,31/03/2020,Online,USD,21,37,25,2,255.78,182.7
SO18205,03/01/2020,Online,USD,18,111,38,1,588.3,420.21
SO18206,07/03/2020,Online,USD,18,88,22,6,547.35,390.96
SO18207,17/02/2020,Distributor,USD,2,363,13,1,399.36,285.26
SO18208,18/04/2020,Online,USD,7,181,45,2,372,265.72
SO18209,23/01/2020,Wholesale,USD,5,150,10,10,208.45,148.89
SO18210,15/05/2020,Wholesale,USD,20,121,21,9,402.72,287.65
SO18211,13/04/2020,Distributor,USD,6,278,2,7,302.04,215.74
SO18212,16/04/2020,Distributor,USD,26,125,40,6,378.85,270.61
SO18213,26/01/2020,Online,USD,25,243,11,6,166.49,118.92
SO18214,20/01/2020,Online,USD,2,152,23,6,217.04,155.03
SO18215,26/02/2020,Wholesale,USD,21,78,36,6,415.91,297.08
SO18216,15/04/2020,Online,USD,20,36,15,10,489.92,349.95
SO18217,10/02/2020,Online,USD,4,102,5,1,604.47,431.77
SO18218,11/05/2020,In-Store,USD,8,61,12,4,221.78,158.41
SO18219,13/02/2020,In-Store,USD,23,147,27,10,578.94,413.53
SO18220,29/04/2020,Online,USD,12,162,40,7,596.39,425.99
SO18221,16/04/2020,In-Store,USD,17,284,46,2,627.69,448.35
SO18222,10/04/2020,Distributor,USD,4,126,28,2,251.58,179.7
SO18223,07/05/2020,In-Store,USD,13,42,44,1,316.46,226.04
SO18224,29/03/2020,Online,USD,16,294,36,10,525.32,375.23
SO18225,06/02/2020,In-Store,USD,14,158,18,8,535.71,382.65
SO18226,23/03/2020,Wholesale,USD,21,156,10,10,566.28,404.49
SO18227,01/01/2020,Distributor,USD,25,360,39,1,383.29,273.78
SO18228,23/05/2020,Distributor,USD,3,43,2,9,423.29,302.35
SO18229,08/05/2020,Wholesale,USD,16,360,44,4,170.67,121.91
SO18230,15/05/2020,Wholesale,USD,2,186,27,6,293.07,209.34
SO18231,11/04/2020,Online,USD,2,286,45,8,423.17,302.26
SO18232,02/01/2020,Distributor,USD,7,316,16,3,263.17,187.98
SO18233,10/04/2020,Distributor,USD,14,215,14,1,396.75,283.39
SO18234,03/04/2020,Wholesale,USD,7,158,46,7,502.97,359.26
SO18235,03/02/2020,Online,USD,23,10,19,7,260.36,185.97
SO18236,12/03/2020,Online,USD,2,109,9,8,478.22,341.59
SO18237,31/01/2020,Wholesale,USD,25,6,19,10,195.95,139.96
SO18238,16/03/2020,In-Store,USD,21,73,2,6,398.51,284.65
SO18239,21/02/2020,In-Store,USD,4,294,22,3,314.55,224.68
SO18240,11/01/2020,Distributor,USD,18,364,27,10,216.44,154.6
SO18241,29/04/2020,Online,USD,24,43,38,4,402.12,287.23
SO18242,11/05/2020,In-Store,USD,19,216,12,5,640.71,457.65
SO18243,18/01/2020,Wholesale,USD,23,303,31,10,638.01,455.72
SO18244,26/02/2020,In-Store,USD,5,220,33,5,229.12,163.66
SO18245,11/02/2020,Online,USD,19,185,26,8,546.22,390.16
SO18246,12/03/2020,In-Store,USD,18,20,44,6,288.28,205.91
SO18247,21/02/2020,Wholesale,USD,7,291,6,4,578.94,413.53
SO18248,30/04/2020,Wholesale,USD,17,314,45,5,373.66,266.9
SO18249,30/05/2020,In-Store,USD,18,193,46,5,335.83,239.88
SO18250,08/04/2020,Online,USD,24,320,16,1,375.04,267.89
SO18251,17/01/2020,In-Store,USD,13,344,9,9,574.17,410.12
SO18252,08/05/2020,In-Store,USD,11,314,11,6,247.68,176.91
SO18253,23/05/2020,In-Store,USD,11,167,46,9,257.9,184.22
SO18254,10/04/2020,Distributor,USD,22,194,2,7,598.67,427.62
SO18255,10/04/2020,Online,USD,12,322,7,5,560,400
SO18256,12/04/2020,Distributor,USD,14,209,19,6,449.33,320.95
SO18257,13/02/2020,Online,USD,10,352,24,4,302.81,216.3
SO18258,01/03/2020,In-Store,USD,15,128,28,1,643.62,459.73
SO18259,03/03/2020,Distributor,USD,24,251,19,8,512.36,365.97
SO18260,01/05/2020,Online,USD,13,220,6,2,455.86,325.62
SO18261,01/01/2020,Wholesale,USD,10,286,8,4,316.6,226.14
SO18262,02/02/2020,Online,USD,20,149,20,2,627.34,448.1
SO18263,19/02/2020,Distributor,USD,21,75,35,6,611.21,436.58
SO18264,25/01/2020,Distributor,USD,13,75,39,9,635.48,453.92
SO18265,09/05/2020,Distributor,USD,19,259,12,8,478.47,341.77
SO18266,19/01/2020,Online,USD,25,239,46,8,168.74,120.53
SO18267,13/03/2020,Online,USD,19,240,45,3,528.16,377.26
SO18268,23/02/2020,Online,USD,10,206,44,6,376.4,268.86
SO18269,02/04/2020,Wholesale,USD,8,282,44,7,400.62,286.15
SO18270,20/01/2020,In-Store,USD,20,111,3,3,587.87,419.9
SO18271,12/05/2020,In-Store,USD,24,158,29,7,342.39,244.56
SO18272,24/01/2020,In-Store,USD,9,105,25,6,349.18,249.41
SO18273,13/03/2020,Online,USD,3,254,32,5,357.16,255.12
SO18274,19/05/2020,Wholesale,USD,15,181,24,4,216.86,154.9
SO18275,22/03/2020,Distributor,USD,5,74,11,10,579.75,414.11
SO18276,16/02/2020,In-Store,USD,18,68,43,9,385.29,275.21
SO18277,05/05/2020,Distributor,USD,22,223,2,1,634.48,453.2
SO18278,19/04/2020,Distributor,USD,12,58,7,7,357.19,255.13
SO18279,08/05/2020,Online,USD,11,84,24,4,373.19,266.56
SO18280,17/03/2020,In-Store,USD,19,106,38,8,486.98,347.84
SO18281,18/01/2020,Wholesale,USD,1,364,22,9,505.68,361.2
SO18282,10/03/2020,Wholesale,USD,9,64,38,10,340.06,242.9
SO18283,14/01/2020,Wholesale,USD,23,347,45,6,257.37,183.84
SO18284,13/04/2020,Distributor,USD,5,39,23,4,459.29,328.06
SO18285,18/01/2020,Online,USD,1,322,30,2,336.4,240.29
SO18286,20/01/2020,In-Store,USD,8,274,38,8,227.15,162.25
SO18287,17/02/2020,Online,USD,11,289,32,2,579.58,413.99
SO18288,19/03/2020,In-Store,USD,19,53,19,10,168.46,120.33
SO18289,23/02/2020,In-Store,USD,16,113,40,7,308.8,220.57
SO18290,13/03/2020,Wholesale,USD,8,22,26,6,630.56,450.4
SO18291,29/02/2020,Online,USD,3,100,25,6,536.85,383.46
SO18292,30/01/2020,Wholesale,USD,13,247,40,10,426.42,304.59
SO18293,02/05/2020,Online,USD,19,15,36,8,272.81,194.87
SO18294,06/05/2020,In-Store,USD,2,59,20,2,152.99,109.28
SO18295,23/02/2020,In-Store,USD,1,116,18,4,344.36,245.97
SO18296,08/03/2020,Online,USD,11,271,1,8,493.71,352.65
SO18297,16/05/2020,Online,USD,5,182,13,9,223.71,159.79
SO18298,16/02/2020,Wholesale,USD,4,38,47,6,468.23,334.45
SO18299,27/05/2020,Distributor,USD,13,305,33,8,523.08,373.63
SO18300,27/04/2020,Wholesale,USD,7,158,16,10,216.49,154.63
SO18301,07/04/2020,Online,USD,6,352,38,7,403.83,288.45
SO18302,20/01/2020,Online,USD,10,121,13,5,504.83,360.59
SO18303,26/03/2020,In-Store,USD,26,196,20,8,310.66,221.9
SO18304,01/01/2020,Wholesale,USD,9,148,39,1,284.87,203.48
SO18305,21/01/2020,In-Store,USD,17,16,35,2,527.6,376.85
SO18306,22/02/2020,Wholesale,USD,15,121,23,8,274.08,195.77
SO18307,18/01/2020,Wholesale,USD,9,15,44,7,205.56,146.83
SO18308,06/01/2020,Wholesale,USD,26,232,1,2,612.53,437.52
SO18309,06/02/2020,In-Store,USD,19,139,5,8,634.79,453.42
SO18310,08/04/2020,Distributor,USD,6,187,41,6,314.18,224.41
SO18311,25/03/2020,In-Store,USD,24,66,27,2,628.44,448.89
SO18312,11/05/2020,Distributor,USD,25,158,42,8,344.53,246.1
SO18313,26/03/2020,Distributor,USD,2,214,23,2,566.07,404.33
SO18314,28/03/2020,Wholesale,USD,22,128,44,4,257.74,184.1
SO18315,28/02/2020,Online,USD,7,213,47,2,207.83,148.45
SO18316,04/05/2020,Online,USD,8,267,7,6,495.38,353.84
SO18317,03/04/2020,Wholesale,USD,22,162,16,5,565.72,404.08
SO18318,09/05/2020,In-Store,USD,8,286,31,2,530.45,378.89
SO18319,10/03/2020,Wholesale,USD,26,184,8,1,202.99,144.99
SO18320,21/01/2020,Wholesale,USD,6,207,36,4,199.36,142.4
SO18321,19/02/2020,Online,USD,5,141,16,5,506.69,361.92
SO18322,10/01/2020,In-Store,USD,9,308,16,7,167.02,119.3
SO18323,16/01/2020,Online,USD,19,331,17,8,535.04,382.17
SO18324,09/04/2020,In-Store,USD,14,321,34,1,601.13,429.38
SO18325,12/04/2020,Online,USD,26,64,6,8,242.85,173.46
SO18326,20/03/2020,Distributor,USD,19,203,16,4,263.43,188.16
SO18327,03/03/2020,Online,USD,12,283,25,9,452.41,323.15
SO18328,14/05/2020,Distributor,USD,26,182,47,10,354.51,253.22
SO18329,18/04/2020,In-Store,USD,22,317,13,5,587.5,419.64
SO18330,07/03/2020,Online,USD,2,25,14,5,540.34,385.95
SO18331,10/05/2020,Wholesale,USD,8,262,39,3,323.4,231
SO18332,10/02/2020,Online,USD,7,159,42,7,264.62,189.02
SO18333,18/04/2020,In-Store,USD,2,367,21,3,409.13,292.23
SO18334,11/02/2020,Online,USD,12,24,22,9,540.81,386.29
SO18335,12/01/2020,Wholesale,USD,1,283,23,4,548.15,391.53
SO18336,08/04/2020,Wholesale,USD,16,139,24,5,540.16,385.83
SO18337,09/04/2020,In-Store,USD,13,27,42,4,365.46,261.04
SO18338,03/03/2020,Wholesale,USD,26,138,20,9,452.26,323.04
SO18339,31/05/2020,Distributor,USD,11,183,43,4,595.71,425.51
SO18340,16/01/2020,Distributor,USD,18,172,25,9,174.99,124.99
SO18341,19/05/2020,Distributor,USD,21,83,7,5,249.69,178.35
SO18342,07/01/2020,Distributor,USD,18,325,43,1,550.66,393.33
SO18343,20/01/2020,Online,USD,11,110,45,5,170.48,121.77
SO18344,16/05/2020,Online,USD,10,115,11,7,462.99,330.71
SO18345,03/02/2020,In-Store,USD,20,75,45,5,470.01,335.72
SO18346,14/02/2020,Distributor,USD,19,249,47,5,269,192.14
SO18347,23/01/2020,Online,USD,21,367,22,9,503.83,359.88
SO18348,01/05/2020,Wholesale,USD,8,90,35,8,622.11,444.36
SO18349,10/05/2020,Online,USD,9,205,24,1,648.38,463.13
SO18350,02/04/2020,In-Store,USD,15,151,19,9,396.96,283.54
SO18351,24/04/2020,In-Store,USD,24,247,12,8,260,185.71
SO18352,26/03/2020,Wholesale,USD,2,313,25,7,557.71,398.36
SO18353,18/01/2020,In-Store,USD,26,35,41,7,348.53,248.95
SO18354,07/03/2020,Distributor,USD,25,356,13,7,395.9,282.79
SO18355,16/04/2020,Distributor,USD,22,267,2,4,585.22,418.01
SO18356,16/04/2020,In-Store,USD,6,269,13,9,244.13,174.38
SO18357,02/01/2020,Distributor,USD,18,215,33,9,430.24,307.31
SO18358,11/01/2020,Wholesale,USD,13,132,45,6,348.06,248.61
SO18359,25/01/2020,Online,USD,19,82,38,7,262.13,187.24
SO18360,20/03/2020,Distributor,USD,8,187,35,5,233.54,166.81
SO18361,31/01/2020,Online,USD,14,263,8,3,520.85,372.04
SO18362,01/05/2020,Distributor,USD,26,305,8,8,525.96,375.69
SO18363,14/02/2020,Wholesale,USD,8,168,21,10,508.4,363.14
SO18364,24/02/2020,Distributor,USD,23,38,7,10,285.98,204.27
SO18365,04/02/2020,Online,USD,7,107,11,10,620.03,442.88
SO18366,21/02/2020,Wholesale,USD,18,106,21,5,586.2,418.72
SO18367,10/01/2020,Distributor,USD,19,291,25,1,381.63,272.59
SO18368,19/01/2020,Online,USD,7,89,29,9,629.72,449.8
SO18369,24/05/2020,Distributor,USD,13,253,1,9,324.78,231.98
SO18370,03/03/2020,In-Store,USD,3,335,31,1,391.32,279.51
SO18371,22/02/2020,In-Store,USD,17,269,16,1,325.48,232.49
SO18372,04/01/2020,Distributor,USD,7,85,1,6,340.83,243.45
SO18373,09/02/2020,In-Store,USD,11,203,27,4,183.7,131.22
SO18374,14/04/2020,Distributor,USD,19,26,2,10,456.04,325.74
SO18375,02/02/2020,Wholesale,USD,16,91,15,10,330.08,235.77
SO18376,07/04/2020,In-Store,USD,2,354,42,4,357,255
SO18377,02/01/2020,Online,USD,26,281,36,4,170.54,121.81
SO18378,13/05/2020,Distributor,USD,7,163,13,5,514.73,367.66
SO18379,23/03/2020,Distributor,USD,16,131,26,8,221.65,158.32
SO18380,23/01/2020,Distributor,USD,18,72,37,5,604.63,431.88
SO18381,06/02/2020,Wholesale,USD,22,231,25,5,286.91,204.94
SO18382,28/01/2020,Wholesale,USD,26,154,38,4,218.09,155.78
SO18383,08/05/2020,In-Store,USD,20,353,29,9,578.39,413.14
SO18384,06/05/2020,In-Store,USD,7,17,35,9,257.14,183.67
SO18385,07/04/2020,In-Store,USD,24,126,16,3,288.34,205.96
SO18386,13/05/2020,Online,USD,11,270,29,9,456.11,325.79
SO18387,20/02/2020,Online,USD,18,333,34,8,264.66,189.04
SO18388,13/05/2020,In-Store,USD,2,286,3,9,623.59,445.42
SO18389,02/02/2020,In-Store,USD,3,250,40,5,537.51,383.94
SO18390,07/02/2020,In-Store,USD,6,135,2,5,297.28,212.34
SO18391,07/02/2020,Online,USD,13,121,43,4,603.31,430.93
SO18392,28/02/2020,Online,USD,9,297,14,4,647.44,462.46
SO18393,09/02/2020,Distributor,USD,7,353,41,4,477.82,341.3
SO18394,13/04/2020,Online,USD,5,247,43,7,566.02,404.3
SO18395,06/03/2020,Wholesale,USD,18,81,36,10,154.36,110.26
SO18396,30/03/2020,Wholesale,USD,17,355,29,6,546.7,390.5
SO18397,29/03/2020,Online,USD,6,91,28,2,238.08,170.06
SO18398,18/01/2020,In-Store,USD,25,286,45,8,531.42,379.59
SO18399,28/01/2020,Distributor,USD,18,95,7,5,640.89,457.78
SO18400,08/03/2020,Wholesale,USD,8,9,8,3,569.2,406.57
SO18401,20/05/2020,Online,USD,15,292,3,8,358.59,256.13
SO18402,04/04/2020,Distributor,USD,6,82,21,7,232.16,165.83
SO18403,17/02/2020,Wholesale,USD,3,330,16,1,475.16,339.4
SO18404,21/02/2020,Distributor,USD,7,164,46,9,374.2,267.28
SO18405,12/04/2020,Wholesale,USD,1,281,37,10,640.37,457.41
SO18406,23/02/2020,Online,USD,2,310,2,10,421.71,301.22
SO18407,11/03/2020,Distributor,USD,3,248,15,2,434.03,310.02
SO18408,19/01/2020,In-Store,USD,1,154,41,9,543.21,388.01
SO18409,05/05/2020,Online,USD,17,62,39,10,622.7,444.78
SO18410,04/04/2020,Wholesale,USD,19,341,2,9,634.84,453.46
SO18411,19/04/2020,Wholesale,USD,22,298,18,2,441.57,315.4
SO18412,29/02/2020,Online,USD,26,40,39,2,208.09,148.64
SO18413,28/01/2020,In-Store,USD,22,25,39,1,185.85,132.75
SO18414,23/02/2020,Distributor,USD,7,216,30,7,385.25,275.18
SO18415,02/03/2020,Online,USD,7,8,43,1,484.96,346.4
SO18416,27/05/2020,Wholesale,USD,23,64,19,1,315.33,225.23
SO18417,30/04/2020,Online,USD,23,14,31,2,279.15,199.4
SO18418,12/04/2020,Distributor,USD,1,151,31,6,488.56,348.97
SO18419,26/01/2020,Online,USD,10,219,27,10,152.65,109.03
SO18420,18/04/2020,Wholesale,USD,16,201,28,8,502.66,359.04
SO18421,15/04/2020,Wholesale,USD,20,317,46,10,267.2,190.86
SO18422,08/05/2020,Wholesale,USD,16,130,19,10,502.51,358.94
SO18423,20/02/2020,Online,USD,11,274,23,8,301.72,215.52
SO18424,16/03/2020,Wholesale,USD,6,156,34,6,609.89,435.63
SO18425,03/05/2020,In-Store,USD,22,184,12,5,411.42,293.87
SO18426,24/02/2020,In-Store,USD,26,320,38,6,300.42,214.58
SO18427,06/03/2020,In-Store,USD,15,57,42,5,341.56,243.97
SO18428,14/03/2020,Distributor,USD,3,205,40,1,310.95,222.1
SO18429,31/01/2020,Wholesale,USD,9,98,44,2,468.8,334.86
SO18430,26/02/2020,Online,USD,25,117,38,7,266.87,190.62
SO18431,14/01/2020,In-Store,USD,15,303,1,4,151.7,108.36
SO18432,10/04/2020,Wholesale,USD,20,278,10,7,374.25,267.32
SO18433,14/03/2020,Online,USD,17,111,42,9,419.92,299.94
SO18434,19/02/2020,Wholesale,USD,16,215,3,8,616.68,440.49
SO18435,08/01/2020,Distributor,USD,1,56,4,5,622.03,444.31
SO18436,28/03/2020,Distributor,USD,6,238,45,2,541.26,386.61
SO18437,27/03/2020,Wholesale,USD,1,101,10,8,320.22,228.73
SO18438,05/05/2020,Wholesale,USD,12,363,33,9,338.1,241.5
SO18439,23/03/2020,Wholesale,USD,16,90,29,9,310.11,221.51
SO18440,27/02/2020,Distributor,USD,8,259,11,4,536.3,383.07
SO18441,29/03/2020,Distributor,USD,17,119,2,2,276.5,197.5
SO18442,02/05/2020,Wholesale,USD,11,151,28,8,269.24,192.32
SO18443,07/05/2020,Online,USD,17,190,5,1,239.87,171.33
SO18444,11/01/2020,Online,USD,20,189,19,4,199.66,142.61
SO18445,11/01/2020,Distributor,USD,18,100,38,2,548.73,391.95
SO18446,16/05/2020,Distributor,USD,5,256,33,5,287.84,205.6
SO18447,12/01/2020,Distributor,USD,26,186,38,10,308.47,220.34
SO18448,03/01/2020,In-Store,USD,25,99,27,4,246.92,176.37
SO18449,15/03/2020,Distributor,USD,21,31,35,2,274.01,195.72
SO18450,16/01/2020,Distributor,USD,1,104,32,10,634.14,452.96
SO18451,24/02/2020,In-Store,USD,2,350,35,1,327.46,233.9
SO18452,22/04/2020,Distributor,USD,10,207,19,9,648.5,463.21
SO18453,10/05/2020,Online,USD,25,200,25,9,323.84,231.32
SO18454,07/04/2020,Online,USD,13,37,38,9,353.15,252.25
SO18455,11/01/2020,Distributor,USD,4,48,8,5,187.16,133.68
SO18456,16/05/2020,Wholesale,USD,23,144,1,3,637.52,455.37
SO18457,23/04/2020,Online,USD,6,90,12,7,274.7,196.21
SO18458,18/01/2020,Online,USD,17,261,5,6,371.06,265.04
SO18459,09/03/2020,Wholesale,USD,4,155,1,6,647.28,462.34
SO18460,28/03/2020,Distributor,USD,22,151,18,8,345.88,247.05
SO18461,13/03/2020,In-Store,USD,1,279,30,6,513.72,366.95
SO18462,17/05/2020,Distributor,USD,13,254,37,1,183.96,131.4
SO18463,07/03/2020,In-Store,USD,2,55,39,3,244.86,174.9
SO18464,30/04/2020,Online,USD,18,173,36,1,561.54,401.1
SO18465,23/03/2020,Online,USD,17,42,21,1,461.8,329.86
SO18466,01/05/2020,Online,USD,15,105,37,9,182.8,130.57
SO18467,20/04/2020,Distributor,USD,14,239,34,4,343.36,245.26
SO18468,10/02/2020,In-Store,USD,17,134,23,10,607.16,433.69
SO18469,23/02/2020,In-Store,USD,22,176,12,10,428.77,306.27
SO18470,14/05/2020,Online,USD,20,105,37,6,596.59,426.14
SO18471,17/01/2020,Distributor,USD,20,224,41,7,287.09,205.07
SO18472,07/03/2020,In-Store,USD,23,315,46,8,351.9,251.36
SO18473,28/01/2020,Distributor,USD,24,49,15,9,588,420
SO18474,16/04/2020,Distributor,USD,16,65,10,5,560.84,400.6
SO18475,08/01/2020,Online,USD,7,233,43,7,195.83,139.88
SO18476,17/04/2020,Online,USD,14,347,1,8,344.49,246.06
SO18477,20/02/2020,Online,USD,21,241,41,3,577.09,412.2
SO18478,02/04/2020,Online,USD,15,194,36,6,317.27,226.62
SO18479,19/03/2020,Online,USD,18,29,43,4,377.71,269.8
SO18480,31/05/2020,Online,USD,12,133,13,7,568.57,406.12
SO18481,05/04/2020,In-Store,USD,15,142,23,3,225.93,161.38
SO18482,08/03/2020,In-Store,USD,19,231,45,5,532.78,380.55
SO18483,09/01/2020,Wholesale,USD,24,49,19,4,366.39,261.7
SO18484,14/03/2020,In-Store,USD,23,134,1,9,325.26,232.33
SO18485,18/01/2020,In-Store,USD,5,48,42,4,409.96,292.83
SO18486,04/03/2020,Online,USD,17,143,1,8,240.61,171.86
SO18487,19/01/2020,Online,USD,10,51,30,10,588.39,420.28
SO18488,03/04/2020,Wholesale,USD,10,271,11,4,245.01,175.01
SO18489,29/05/2020,Distributor,USD,8,37,37,8,521.67,372.62
SO18490,04/02/2020,In-Store,USD,12,173,5,2,417.84,298.46
SO18491,08/04/2020,Wholesale,USD,14,64,14,5,648.81,463.43
SO18492,01/03/2020,Online,USD,8,20,35,4,416.64,297.6
SO18493,03/05/2020,Distributor,USD,18,49,7,6,576.38,411.7
SO18494,14/03/2020,Distributor,USD,11,248,30,6,173.09,123.63
SO18495,14/05/2020,Wholesale,USD,22,324,9,9,247.13,176.52
SO18496,13/05/2020,In-Store,USD,2,73,40,6,645.71,461.22
SO18497,30/05/2020,Distributor,USD,11,51,29,3,437.26,312.33
SO18498,19/02/2020,Wholesale,USD,9,221,44,1,574.42,410.3
SO18499,15/03/2020,Wholesale,USD,21,201,20,1,218.45,156.03
SO18500,23/05/2020,Distributor,USD,3,49,4,10,337.07,240.76
SO18501,06/03/2020,Distributor,USD,22,291,13,2,167.58,119.7
SO18502,18/02/2020,In-Store,USD,18,189,4,7,586.61,419.01
SO18503,02/05/2020,In-Store,USD,5,156,34,2,192.77,137.69
SO18504,19/02/2020,Wholesale,USD,22,333,7,1,506.68,361.92
SO18505,21/03/2020,Wholesale,USD,8,186,26,9,508.21,363.01
SO18506,01/04/2020,Wholesale,USD,15,185,9,4,648.54,463.25
SO18507,18/03/2020,In-Store,USD,19,115,44,3,387.74,276.96
SO18508,07/05/2020,Wholesale,USD,22,342,11,8,407.73,291.24
SO18509,24/02/2020,In-Store,USD,15,228,19,9,474.44,338.88
SO18510,08/02/2020,Wholesale,USD,5,316,29,7,363.95,259.97
SO18511,28/02/2020,Distributor,USD,25,144,44,8,520.47,371.76
SO18512,23/05/2020,Online,USD,13,177,25,2,293.93,209.95
SO18513,19/01/2020,Distributor,USD,3,314,38,4,588.94,420.67
SO18514,29/05/2020,Distributor,USD,11,270,36,3,325.36,232.4
SO18515,04/03/2020,Distributor,USD,3,107,33,10,347.7,248.36
SO18516,13/03/2020,Wholesale,USD,18,176,47,3,300.1,214.36
SO18517,11/05/2020,Online,USD,21,8,22,1,228.08,162.91
SO18518,24/05/2020,In-Store,USD,21,2,40,6,556.29,397.35
SO18519,21/01/2020,Distributor,USD,18,156,26,2,331.21,236.58
SO18520,14/04/2020,Distributor,USD,21,182,18,10,450,321.43
SO18521,05/03/2020,Wholesale,USD,1,356,34,7,604.37,431.69
SO18522,29/05/2020,Distributor,USD,18,159,5,5,581.68,415.49
SO18523,26/01/2020,Distributor,USD,24,209,40,4,424.42,303.16
SO18524,13/03/2020,Online,USD,2,6,21,4,288.41,206
SO18525,05/04/2020,Distributor,USD,19,291,39,7,359.31,256.65
SO18526,16/05/2020,Online,USD,11,20,8,1,625.67,446.91
SO18527,15/01/2020,Online,USD,14,252,36,9,487.31,348.08
SO18528,23/05/2020,Online,USD,25,356,25,2,642.44,458.88
SO18529,23/04/2020,Online,USD,24,102,15,4,299.34,213.82
SO18530,29/01/2020,Wholesale,USD,6,299,35,8,429.45,306.75
SO18531,16/03/2020,In-Store,USD,25,2,16,6,325.56,232.54
SO18532,22/01/2020,Distributor,USD,3,175,15,6,498.13,355.81
SO18533,01/02/2020,In-Store,USD,11,227,35,7,241.15,172.25
SO18534,17/05/2020,Distributor,USD,2,168,18,1,198.55,141.82
SO18535,16/02/2020,Online,USD,15,128,39,2,355.92,254.23
SO18536,12/01/2020,In-Store,USD,5,324,37,4,515.3,368.07
SO18537,22/03/2020,In-Store,USD,21,129,32,2,491.17,350.83
SO18538,28/04/2020,Online,USD,16,247,36,7,172.25,123.04
SO18539,28/02/2020,Online,USD,8,262,16,8,392.87,280.62
SO18540,31/05/2020,Online,USD,5,2,26,9,154.55,110.39
SO18541,25/03/2020,Wholesale,USD,12,211,40,2,444.32,317.37
SO18542,05/04/2020,Wholesale,USD,21,176,2,7,318.28,227.35
SO18543,21/02/2020,Distributor,USD,12,37,24,8,564.51,403.22
SO18544,14/05/2020,Distributor,USD,1,243,17,7,440.67,314.77
SO18545,12/05/2020,Distributor,USD,8,145,28,3,314.09,224.35
SO18546,30/05/2020,In-Store,USD,9,322,18,7,152.81,109.15
SO18547,02/04/2020,Online,USD,20,214,36,10,349.68,249.77
SO18548,08/02/2020,Online,USD,7,162,40,5,338.18,241.56
SO18549,19/03/2020,Distributor,USD,6,231,31,2,482.74,344.82
SO18550,05/01/2020,In-Store,USD,22,265,2,1,188.59,134.71
SO18551,28/04/2020,Online,USD,21,238,26,7,245.39,175.28
SO18552,21/01/2020,Online,USD,3,255,23,10,266.16,190.11
SO18553,28/05/2020,Distributor,USD,6,280,47,4,475.84,339.89
SO18554,09/04/2020,Online,USD,15,323,17,8,502.49,358.92
SO18555,28/01/2020,Online,USD,11,281,41,4,553.4,395.28
SO18556,22/02/2020,Wholesale,USD,17,306,1,3,227.32,162.37
SO18557,18/02/2020,Distributor,USD,14,52,6,4,567.04,405.03
SO18558,19/05/2020,In-Store,USD,8,224,8,3,430.1,307.22
SO18559,17/04/2020,Wholesale,USD,20,79,11,10,292.17,208.69
SO18560,04/01/2020,In-Store,USD,11,300,38,9,567.36,405.26
SO18561,19/04/2020,In-Store,USD,1,163,20,4,502.07,358.62
